ID_Registro,Marca de la Unidad,Año del Vehículo,Ciudad Agencia,Estado de la ciudad o Agencia,Refaccion,Precio,Fecha Compra
4093,MERCEDES BENZ,2014,LEÓN,GUANAJUATO,LLANTA,4172,29/04/2019
4094,BMW,2017,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,PUERTA DELANTERA,8655,03/05/2019
4095,CHEVROLET,2016,ZAPOPAN,JALISCO,FACIA DELANTERA,1511,05/04/2019
4096,CHEVROLET,2016,ZAPOPAN,JALISCO,FARO,3772,05/04/2019
4097,CHEVROLET,2016,ZAPOPAN,JALISCO,FACIA DELANTERA,4146,05/04/2019
4098,VOLKSWAGEN,2018,TLALPAN,CIUDAD DE MÉXICO,FACIA DELANTERA,3312,05/04/2019
4099,VOLKSWAGEN,2018,TLALPAN,CIUDAD DE MÉXICO,FARO,690,05/04/2019
4100,VOLKSWAGEN,2018,TLALPAN,CIUDAD DE MÉXICO,FARO,3039,05/04/2019
4101,VOLKSWAGEN,2018,TLALPAN,CIUDAD DE MÉXICO,FARO,690,05/04/2019
4102,CHEVROLET,2013,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA TRASERA,566,04/04/2019
4103,CHEVROLET,2013,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA TRASERA,3697,04/04/2019
4104,CHEVROLET,2013,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA TRASERA,1186,04/04/2019
4105,CHEVROLET,2013,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA TRASERA,235,04/04/2019
4106,NISSAN,2017,LEÓN,GUANAJUATO,FARO,1821,08/04/2019
4107,NISSAN,2017,LEÓN,GUANAJUATO,FARO,1821,08/04/2019
4108,NISSAN,2017,LEÓN,GUANAJUATO,FACIA DELANTERA,1655,08/04/2019
4109,NISSAN,2017,LEÓN,GUANAJUATO,FACIA DELANTERA,1626,08/04/2019
4110,NISSAN,2017,LEÓN,GUANAJUATO,LLANTA,1400,08/04/2019
4111,DODGE,2006,LAGOS DE MORENO,JALISCO,FACIA DELANTERA,600,12/04/2019
4112,CHEVROLET,2003,LAGOS DE MORENO,JALISCO,FACIA DELANTERA,994,12/04/2019
4113,CHEVROLET,2003,LAGOS DE MORENO,JALISCO,FARO,560,12/04/2019
4114,SEAT,2018,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,330,11/04/2019
4115,SEAT,2018,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,6999,11/04/2019
4116,MERCEDES BENZ,2014,GUADALAJARA,JALISCO,FACIA DELANTERA,269,15/04/2019
4117,MERCEDES BENZ,2014,GUADALAJARA,JALISCO,FACIA DELANTERA,1105,15/04/2019
4118,MERCEDES BENZ,2014,GUADALAJARA,JALISCO,FACIA DELANTERA,415,15/04/2019
4119,MERCEDES BENZ,2014,GUADALAJARA,JALISCO,FACIA DELANTERA,8418,15/04/2019
4120,VOLKSWAGEN,2017,CIUDAD ADOLFO LOPEZ MATEOS,ESTADO DE MEXICO,FACIA DELANTERA,3805,15/04/2019
4121,VOLKSWAGEN,2018,GUADALAJARA,JALISCO,FACIA DELANTERA,1147,12/04/2019
4122,VOLKSWAGEN,2018,GUADALAJARA,JALISCO,FARO,996,12/04/2019
4123,VOLKSWAGEN,2018,GUADALAJARA,JALISCO,FARO,690,12/04/2019
4124,VOLKSWAGEN,2018,GUADALAJARA,JALISCO,FARO,3039,12/04/2019
4125,VOLKSWAGEN,2018,GUADALAJARA,JALISCO,FARO,690,12/04/2019
4126,VOLKSWAGEN,2018,GUADALAJARA,JALISCO,FARO,3039,12/04/2019
4127,VOLKSWAGEN,2018,GUADALAJARA,JALISCO,FACIA DELANTERA,2269,12/04/2019
4128,SEAT,2017,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA TRASERA,4070,17/04/2019
4129,SEAT,2017,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FARO,2340,17/04/2019
4130,SEAT,2017,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA TRASERA,408,17/04/2019
4131,VOLKSWAGEN,2017,IZTAPALAPA,CIUDAD DE MÉXICO,FARO,2531,16/04/2019
4132,VOLKSWAGEN,2017,IZTAPALAPA,CIUDAD DE MÉXICO,FACIA DELANTERA,3805,16/04/2019
4133,VOLKSWAGEN,2017,IZTAPALAPA,CIUDAD DE MÉXICO,FACIA DELANTERA,761,16/04/2019
4134,VOLKSWAGEN,2017,IZTAPALAPA,CIUDAD DE MÉXICO,FARO,2469,16/04/2019
4135,VOLKSWAGEN,2017,IZTAPALAPA,CIUDAD DE MÉXICO,FACIA DELANTERA,2003,16/04/2019
4136,MITSUBISHI,2010,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,2100,15/04/2019
4137,VOLKSWAGEN,2017,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA TRASERA,3312,22/04/2019
4138,VOLKSWAGEN,2017,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA TRASERA,395,22/04/2019
4139,HYUNDAI,2017,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FARO,5094,26/04/2019
4140,HYUNDAI,2017,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FACIA DELANTERA,5327,26/04/2019
4141,NISSAN,2015,LEÓN,GUANAJUATO,PUERTA DELANTERA,7141,04/06/2019
4143,SEAT,2015,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA TRASERA,212,29/05/2019
4144,MERCEDES BENZ,2019,ALVARO OBREGON,CIUDAD DE MÉXICO,LLANTA,5078,27/05/2019
4145,SEAT,2017,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FARO,2340,12/06/2019
4146,SEAT,2017,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,5600,12/06/2019
4147,SEAT,2017,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FARO,1142,12/06/2019
4148,SEAT,2017,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,488,12/06/2019
4149,SEAT,2017,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,101,12/06/2019
4150,VOLKSWAGEN,2013,GUADALAJARA,JALISCO,FARO,1260,13/06/2019
4151,VOLKSWAGEN,2013,GUADALAJARA,JALISCO,FARO,154,13/06/2019
4152,VOLKSWAGEN,2013,GUADALAJARA,JALISCO,FACIA DELANTERA,1185,13/06/2019
4153,VOLKSWAGEN,2013,GUADALAJARA,JALISCO,FACIA DELANTERA,1800,13/06/2019
4154,CHEVROLET,2016,MIGUEL HIDALGO,CIUDAD DE MÉXICO,PUERTA TRASERA,3996,29/06/2019
4155,NISSAN,2013,LEÓN,GUANAJUATO,FACIA TRASERA,850,06/06/2019
4156,NISSAN,2013,LEÓN,GUANAJUATO,FACIA TRASERA,765,05/06/2019
4157,NISSAN,2013,LEÓN,GUANAJUATO,FACIA TRASERA,850,06/06/2019
4158,VOLKSWAGEN,2015,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA DELANTERA,141,03/07/2019
4159,VOLKSWAGEN,2015,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA DELANTERA,1964,03/07/2019
4160,VOLKSWAGEN,2015,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA DELANTERA,137,03/07/2019
4161,VOLKSWAGEN,2015,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA DELANTERA,113,03/07/2019
4162,VOLKSWAGEN,2015,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FARO,9521,03/07/2019
4163,SEAT,2019,BENITO JUAREZ,CIUDAD DE MÉXICO,PUERTA DELANTERA,12997,17/06/2019
4164,SEAT,2019,BENITO JUAREZ,CIUDAD DE MÉXICO,PUERTA TRASERA,11230,17/06/2019
4165,BMW,2014,COYOACAN,CIUDAD DE MÉXICO,LLANTA,4609,28/06/2019
4166,VOLKSWAGEN,2008,COYOACAN,CIUDAD DE MÉXICO,FARO,7000,17/06/2019
4167,VOLKSWAGEN,2008,COYOACAN,CIUDAD DE MÉXICO,FARO,7000,17/06/2019
4168,MITSUBISHI,2010,COYOACAN,CIUDAD DE MÉXICO,FARO,1380,18/06/2019
4169,PEUGEOT,2014,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,3951,12/07/2019
4170,PEUGEOT,2014,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,437,12/07/2019
4171,PEUGEOT,2014,COYOACAN,CIUDAD DE MÉXICO,FARO,1780,08/07/2019
4172,PEUGEOT,2014,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,1030,18/06/2019
4173,PEUGEOT,2014,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,4000,18/06/2019
4174,MERCEDES BENZ,2017,COYOACAN,CIUDAD DE MÉXICO,LLANTA,7193,18/06/2019
4176,SEAT,2013,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,PUERTA DELANTERA,2700,18/06/2019
4177,HONDA,2015,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,PUERTA DELANTERA,5400,20/06/2019
4178,CHEVROLET,2013,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA TRASERA,558,19/06/2019
4179,CHEVROLET,2013,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA TRASERA,930,18/06/2019
4180,CHEVROLET,2013,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA TRASERA,300,18/06/2019
4181,VOLKSWAGEN,2019,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA DELANTERA,3805,18/06/2019
4182,VOLKSWAGEN,2019,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA DELANTERA,644,17/06/2019
4183,VOLKSWAGEN,2019,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA DELANTERA,2053,17/06/2019
4184,VOLKSWAGEN,2019,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FARO,2580,17/06/2019
4185,VOLKSWAGEN,2019,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FARO,2580,17/06/2019
4186,VOLKSWAGEN,2017,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FARO,2700,01/08/2019
4187,VOLKSWAGEN,2017,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA DELANTERA,3200,01/08/2019
4188,VOLKSWAGEN,2017,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,LLANTA,2087,18/06/2019
4189,VOLKSWAGEN,2017,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FARO,690,18/06/2019
4190,VOLKSWAGEN,2017,IRAPUATO,GUANAJUATO,PUERTA TRASERA,551,18/06/2019
4191,BMW,2015,LEÓN,GUANAJUATO,FARO,484,19/06/2019
4192,BMW,2015,LEÓN,GUANAJUATO,FACIA DELANTERA,6800,18/06/2019
4193,CHEVROLET,2016,ECATEPEC DE MORELOS,ESTADO DE MEXICO,FACIA DELANTERA,240,08/07/2019
4194,CHEVROLET,2016,ECATEPEC DE MORELOS,ESTADO DE MEXICO,FACIA DELANTERA,1350,18/06/2019
4195,CHEVROLET,2016,ECATEPEC DE MORELOS,ESTADO DE MEXICO,FACIA DELANTERA,200,18/06/2019
4196,CHEVROLET,2016,ECATEPEC DE MORELOS,ESTADO DE MEXICO,FACIA DELANTERA,200,18/06/2019
4197,CHEVROLET,2016,ECATEPEC DE MORELOS,ESTADO DE MEXICO,FARO,1318,18/06/2019
4198,BMW,2018,LEÓN,GUANAJUATO,LLANTA,4129,17/06/2019
4199,BMW,2018,LEÓN,GUANAJUATO,LLANTA,4129,17/06/2019
4200,VOLKSWAGEN,2017,LEÓN,GUANAJUATO,FARO,3143,20/06/2019
4201,VOLKSWAGEN,2017,LEÓN,GUANAJUATO,PUERTA DELANTERA,474,20/06/2019
4202,VOLKSWAGEN,2017,LEÓN,GUANAJUATO,PUERTA DELANTERA,11340,20/06/2019
4203,VOLKSWAGEN,2017,LEÓN,GUANAJUATO,FARO,824,20/06/2019
4204,SEAT,2018,LEÓN,GUANAJUATO,FACIA TRASERA,346,17/06/2019
4205,SEAT,2018,ECATEPEC DE MORELOS,ESTADO DE MEXICO,FACIA TRASERA,6089,29/06/2019
4206,VOLKSWAGEN,2017,TLALPAN,CIUDAD DE MÉXICO,FACIA DELANTERA,2269,04/07/2019
4207,VOLKSWAGEN,2017,TLALPAN,CIUDAD DE MÉXICO,FARO,690,27/06/2019
4208,VOLKSWAGEN,2017,TLALPAN,CIUDAD DE MÉXICO,FARO,3150,27/06/2019
4209,VOLKSWAGEN,2004,GUADALAJARA,JALISCO,FACIA DELANTERA,1450,05/07/2019
4210,TOYOTA,2005,GUADALAJARA,JALISCO,PUERTA TRASERA,2800,01/07/2019
4211,FORD,2004,GUADALAJARA,JALISCO,FACIA TRASERA,1735,29/06/2019
4212,HONDA,2005,GUADALAJARA,JALISCO,FACIA TRASERA,870,03/07/2019
4213,MERCEDES BENZ,2016,ZAPOPAN,JALISCO,LLANTA,7975,11/07/2019
4214,SEAT,2016,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA TRASERA,1636,01/07/2019
4215,SEAT,2016,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA TRASERA,219,01/07/2019
4216,SEAT,2016,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA TRASERA,4070,01/07/2019
4217,SEAT,2016,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA TRASERA,408,01/07/2019
4218,SEAT,2016,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA TRASERA,959,13/07/2019
4219,DODGE,2018,CUAUHTEMOC,CIUDAD DE MÉXICO,FACIA DELANTERA,5131,16/07/2019
4220,DODGE,2018,CUAUHTEMOC,CIUDAD DE MÉXICO,FACIA DELANTERA,132,16/07/2019
4221,DODGE,2018,CUAUHTEMOC,CIUDAD DE MÉXICO,FACIA DELANTERA,7593,16/07/2019
4222,DODGE,2018,CUAUHTEMOC,CIUDAD DE MÉXICO,FARO,4944,16/07/2019
4223,VOLKSWAGEN,2018,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA TRASERA,207,17/07/2019
4224,VOLKSWAGEN,2018,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA TRASERA,354,17/07/2019
4225,VOLKSWAGEN,2018,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA TRASERA,207,17/07/2019
4226,NISSAN,2012,ECATEPEC DE MORELOS,ESTADO DE MEXICO,PUERTA DELANTERA,301,18/07/2019
4227,NISSAN,2012,ECATEPEC DE MORELOS,ESTADO DE MEXICO,PUERTA DELANTERA,301,18/07/2019
4228,VOLKSWAGEN,2016,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA DELANTERA,141,28/06/2019
4229,VOLKSWAGEN,2016,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FARO,9521,28/06/2019
4230,NISSAN,2017,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA TRASERA,3337,03/07/2019
4231,FIAT,2016,CUAUHTEMOC,CIUDAD DE MÉXICO,LLANTA,5380,28/06/2019
4232,FIAT,2016,CUAUHTEMOC,CIUDAD DE MÉXICO,LLANTA,4820,28/06/2019
4233,VOLKSWAGEN,2016,TLALPAN,CIUDAD DE MÉXICO,FACIA DELANTERA,1964,27/06/2019
4235,FIAT,2016,HUIXQUILUCAN DE DEGOLLADO,ESTADO DE MEXICO,FACIA TRASERA,3065,13/07/2019
4236,FIAT,2016,HUIXQUILUCAN DE DEGOLLADO,ESTADO DE MEXICO,FACIA TRASERA,885,13/07/2019
4237,FIAT,2016,HUIXQUILUCAN DE DEGOLLADO,ESTADO DE MEXICO,FACIA TRASERA,6721,13/07/2019
4238,FIAT,2016,HUIXQUILUCAN DE DEGOLLADO,ESTADO DE MEXICO,FACIA TRASERA,3149,13/07/2019
4239,FORD,2018,CUAUHTEMOC,CIUDAD DE MÉXICO,FARO,3523,10/07/2019
4240,FORD,2018,CUAUHTEMOC,CIUDAD DE MÉXICO,FACIA DELANTERA,4020,10/07/2019
4241,FORD,2018,CUAUHTEMOC,CIUDAD DE MÉXICO,LLANTA,1350,10/07/2019
4242,FORD,2018,CUAUHTEMOC,CIUDAD DE MÉXICO,FACIA DELANTERA,9920,10/07/2019
4243,FORD,2018,CUAUHTEMOC,CIUDAD DE MÉXICO,FARO,3523,10/07/2019
4244,VOLKSWAGEN,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,128,18/07/2019
4245,VOLKSWAGEN,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,3284,18/07/2019
4246,VOLKSWAGEN,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,811,18/07/2019
4247,CHEVROLET,2019,LEÓN,GUANAJUATO,FACIA TRASERA,1348,10/07/2019
4248,VOLKSWAGEN,2016,ECATEPEC DE MORELOS,ESTADO DE MEXICO,FACIA TRASERA,354,26/07/2019
4249,BMW,2019,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,LLANTA,6543,05/07/2019
4250,SEAT,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FARO,1717,18/07/2019
4251,SEAT,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FARO,1731,18/07/2019
4252,SEAT,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA DELANTERA,383,18/07/2019
4253,SEAT,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA DELANTERA,383,18/07/2019
4254,VOLKSWAGEN,2017,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA TRASERA,2114,17/07/2019
4255,AUDI,2019,ZAPOPAN,JALISCO,PUERTA DELANTERA,17136,03/08/2019
4256,AUDI,2019,ZAPOPAN,JALISCO,PUERTA TRASERA,17768,03/08/2019
4257,VOLKSWAGEN,2014,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FACIA TRASERA,187,30/08/2019
4258,VOLKSWAGEN,2014,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FACIA TRASERA,2585,26/08/2019
4259,SUZUKI,2006,CUAUHTEMOC,CIUDAD DE MÉXICO,FARO,1900,26/07/2019
4260,VOLKSWAGEN,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,LLANTA,941,22/07/2019
4261,VOLKSWAGEN,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA TRASERA,4183,20/07/2019
4262,VOLKSWAGEN,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,LLANTA,941,22/07/2019
4263,VOLKSWAGEN,2019,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FARO,147,29/07/2019
4264,VOLKSWAGEN,2019,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA DELANTERA,3437,27/07/2019
4265,VOLKSWAGEN,2019,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FARO,748,27/07/2019
4266,VOLKSWAGEN,2019,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FARO,6029,27/07/2019
4267,VOLKSWAGEN,2011,COYOACAN,CIUDAD DE MÉXICO,FARO,800,31/07/2019
4268,VOLKSWAGEN,2011,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,3700,31/07/2019
4269,VOLKSWAGEN,2018,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FARO,690,01/08/2019
4270,VOLKSWAGEN,2018,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FARO,3150,01/08/2019
4271,VOLKSWAGEN,2018,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA DELANTERA,3312,01/08/2019
4272,SEAT,2018,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA DELANTERA,1471,26/07/2019
4273,SEAT,2018,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA DELANTERA,5354,26/07/2019
4274,SEAT,2018,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA DELANTERA,263,26/07/2019
4275,SEAT,2018,BENITO JUAREZ,CIUDAD DE MÉXICO,FARO,12121,26/07/2019
4276,SEAT,2018,BENITO JUAREZ,CIUDAD DE MÉXICO,FARO,674,26/07/2019
4277,VOLKSWAGEN,2019,IZTAPALAPA,CIUDAD DE MÉXICO,PUERTA TRASERA,300,29/07/2019
4278,NISSAN,2015,GUADALAJARA,JALISCO,FACIA DELANTERA,486,27/08/2019
4279,AUDI,2015,BENITO JUAREZ,CIUDAD DE MÉXICO,FARO,8900,27/08/2019
4280,AUDI,2015,BENITO JUAREZ,CIUDAD DE MÉXICO,LLANTA,2203,28/08/2019
4281,KIA,2019,LEÓN,GUANAJUATO,FARO,8706,28/08/2019
4282,KIA,2019,LEÓN,GUANAJUATO,FARO,8706,28/08/2019
4283,KIA,2019,LEÓN,GUANAJUATO,FARO,1116,28/08/2019
4284,KIA,2019,LEÓN,GUANAJUATO,FACIA DELANTERA,3020,28/08/2019
4285,KIA,2019,LEÓN,GUANAJUATO,FARO,1116,28/08/2019
4286,KIA,2019,LEÓN,GUANAJUATO,FACIA DELANTERA,4212,28/08/2019
4287,HONDA,2016,GUADALAJARA,JALISCO,FARO,2400,28/08/2019
4288,CHEVROLET,2002,COYOACAN,CIUDAD DE MÉXICO,FARO,1119,23/04/2019
4289,VOLKSWAGEN,2018,TOLUCA DE LERDO,ESTADO DE MEXICO,FARO,3039,10/04/2019
4290,KIA,2019,GUADALAJARA,JALISCO,PUERTA DELANTERA,5764,04/04/2019
4291,KIA,2019,GUADALAJARA,JALISCO,PUERTA DELANTERA,112,04/04/2019
4292,HONDA,2017,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA TRASERA,261,04/04/2019
4293,HONDA,2017,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA TRASERA,264,04/04/2019
4294,CHEVROLET,2012,IZTACALCO,CIUDAD DE MÉXICO,FACIA TRASERA,1786,16/04/2019
4295,TOYOTA,2017,GUADALAJARA,JALISCO,FARO,2865,10/04/2019
4296,TOYOTA,2017,GUADALAJARA,JALISCO,FACIA DELANTERA,3421,04/04/2019
4297,TOYOTA,2017,GUADALAJARA,JALISCO,FACIA DELANTERA,788,04/04/2019
4298,VOLKSWAGEN,2018,LEÓN,GUANAJUATO,FACIA DELANTERA,132,06/04/2019
4299,VOLKSWAGEN,2018,LEÓN,GUANAJUATO,FARO,9521,06/04/2019
4300,NISSAN,2005,LEÓN,GUANAJUATO,FACIA DELANTERA,823,10/04/2019
4301,NISSAN,2005,LEÓN,GUANAJUATO,FARO,1050,10/04/2019
4302,SEAT,2019,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,PUERTA TRASERA,11230,03/04/2019
4303,VOLKSWAGEN,2015,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA DELANTERA,136,09/04/2019
4304,VOLKSWAGEN,2015,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FARO,3907,09/04/2019
4305,MAZDA,2011,HUIXQUILUCAN DE DEGOLLADO,ESTADO DE MEXICO,LLANTA,4600,03/04/2019
4306,MERCEDES BENZ,2010,LEÓN,GUANAJUATO,FARO,1357,23/04/2019
4307,MERCEDES BENZ,2010,LEÓN,GUANAJUATO,FARO,362,23/04/2019
4308,MERCEDES BENZ,2010,LEÓN,GUANAJUATO,FACIA DELANTERA,124,15/04/2019
4309,MERCEDES BENZ,2010,LEÓN,GUANAJUATO,FACIA DELANTERA,124,15/04/2019
4310,MERCEDES BENZ,2010,LEÓN,GUANAJUATO,FARO,16633,15/04/2019
4311,VOLKSWAGEN,2018,LEÓN,GUANAJUATO,FACIA TRASERA,390,12/04/2019
4312,VOLKSWAGEN,2010,GUADALAJARA,JALISCO,FACIA DELANTERA,645,16/05/2019
4313,VOLKSWAGEN,2010,GUADALAJARA,JALISCO,FACIA DELANTERA,150,16/05/2019
4314,MAZDA,2016,XOCHIMILCO,CIUDAD DE MÉXICO,PUERTA DELANTERA,6557,15/04/2019
4315,VOLKSWAGEN,2018,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,PUERTA TRASERA,7515,15/04/2019
4316,NISSAN,2015,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FARO,835,15/04/2019
4317,NISSAN,2015,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA DELANTERA,1650,15/04/2019
4318,CHEVROLET,2001,GUADALAJARA,JALISCO,FACIA DELANTERA,185,30/04/2019
4319,CHEVROLET,2001,GUADALAJARA,JALISCO,FACIA DELANTERA,480,15/04/2019
4320,CHEVROLET,2001,GUADALAJARA,JALISCO,FARO,325,15/04/2019
4321,HONDA,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,2000,11/04/2019
4322,VOLKSWAGEN,2016,CIUDAD ADOLFO LOPEZ MATEOS,ESTADO DE MEXICO,FARO,2471,16/04/2019
4323,VOLKSWAGEN,2016,CIUDAD ADOLFO LOPEZ MATEOS,ESTADO DE MEXICO,FARO,2471,16/04/2019
4324,VOLKSWAGEN,2017,IZTACALCO,CIUDAD DE MÉXICO,FACIA DELANTERA,3312,18/04/2019
4325,VOLKSWAGEN,2017,IZTACALCO,CIUDAD DE MÉXICO,FARO,3039,18/04/2019
4326,MERCEDES BENZ,2012,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FARO,819,16/04/2019
4327,TOYOTA,2010,ZAPOPAN,JALISCO,FACIA DELANTERA,233,17/05/2019
4328,VOLKSWAGEN,2017,TULTITLAN DE MARIANO ESCOBEDO,ESTADO DE MEXICO,FARO,107,04/05/2019
4329,VOLKSWAGEN,2017,TULTITLAN DE MARIANO ESCOBEDO,ESTADO DE MEXICO,FARO,690,04/05/2019
4330,VOLKSWAGEN,2017,TULTITLAN DE MARIANO ESCOBEDO,ESTADO DE MEXICO,FARO,690,04/05/2019
4331,VOLKSWAGEN,2017,TULTITLAN DE MARIANO ESCOBEDO,ESTADO DE MEXICO,FARO,3039,04/05/2019
4332,VOLKSWAGEN,2017,TULTITLAN DE MARIANO ESCOBEDO,ESTADO DE MEXICO,FARO,996,04/05/2019
4333,VOLKSWAGEN,2017,TULTITLAN DE MARIANO ESCOBEDO,ESTADO DE MEXICO,FACIA DELANTERA,2269,04/05/2019
4334,VOLKSWAGEN,2017,TULTITLAN DE MARIANO ESCOBEDO,ESTADO DE MEXICO,FARO,996,04/05/2019
4335,VOLKSWAGEN,2017,TULTITLAN DE MARIANO ESCOBEDO,ESTADO DE MEXICO,FARO,3039,04/05/2019
4336,VOLKSWAGEN,2017,TULTITLAN DE MARIANO ESCOBEDO,ESTADO DE MEXICO,FACIA DELANTERA,1227,04/05/2019
4337,MITSUBISHI,2018,ZAPOPAN,JALISCO,FACIA TRASERA,8394,21/05/2019
4338,VOLKSWAGEN,2017,MIGUEL HIDALGO,CIUDAD DE MÉXICO,LLANTA,1310,10/05/2019
4339,VOLKSWAGEN,2017,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FARO,2489,09/05/2019
4340,VOLKSWAGEN,2017,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,761,09/05/2019
4341,VOLKSWAGEN,2017,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,2003,09/05/2019
4342,VOLKSWAGEN,2017,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,3805,09/05/2019
4343,VOLKSWAGEN,2017,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FARO,420,09/05/2019
