ID_Registro,Marca de la Unidad,Año del Vehículo,Ciudad Agencia,Estado de la ciudad o Agencia,Refaccion,Precio,Fecha Compra
20121,PEUGEOT,2012,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,8253,11/04/2019
20122,VOLVO,2018,GUADALAJARA,JALISCO,LLANTA,6370,09/04/2019
20123,FORD,2010,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA DELANTERA,994,04/04/2019
20124,SEAT,2016,ALVARO OBREGON,CIUDAD DE MÉXICO,FARO,2340,09/04/2019
20125,VOLKSWAGEN,2018,TLALPAN,CIUDAD DE MÉXICO,FARO,3143,08/04/2019
20126,VOLKSWAGEN,2018,TLALPAN,CIUDAD DE MÉXICO,FARO,690,08/04/2019
20127,VOLKSWAGEN,2018,TLALPAN,CIUDAD DE MÉXICO,FARO,3143,08/04/2019
20128,VOLKSWAGEN,2018,TLALPAN,CIUDAD DE MÉXICO,FACIA DELANTERA,3312,08/04/2019
20129,VOLKSWAGEN,2018,TLALPAN,CIUDAD DE MÉXICO,FARO,690,08/04/2019
20130,VOLKSWAGEN,2018,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FACIA TRASERA,2941,14/04/2019
20131,VOLKSWAGEN,2018,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA TRASERA,3312,12/04/2019
20132,TOYOTA,2015,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FACIA TRASERA,3031,17/05/2019
20133,TOYOTA,2015,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FACIA TRASERA,594,17/05/2019
20134,CHEVROLET,2019,TEPATITLAN DE MORELOS,JALISCO,FACIA DELANTERA,1187,12/04/2019
20135,CHEVROLET,2019,TEPATITLAN DE MORELOS,JALISCO,FACIA DELANTERA,156,12/04/2019
20136,CHEVROLET,2019,TEPATITLAN DE MORELOS,JALISCO,FARO,3448,12/04/2019
20137,CHEVROLET,2019,TEPATITLAN DE MORELOS,JALISCO,FARO,3448,12/04/2019
20138,CHEVROLET,2019,TEPATITLAN DE MORELOS,JALISCO,FACIA DELANTERA,217,08/04/2019
20139,SUBARU,2019,ZAPOPAN,JALISCO,FACIA TRASERA,10500,20/06/2019
20140,SUBARU,2019,ZAPOPAN,JALISCO,FACIA TRASERA,3995,09/05/2019
20141,VOLKSWAGEN,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA DELANTERA,1895,09/04/2019
20142,VOLKSWAGEN,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA DELANTERA,136,09/04/2019
20143,VOLKSWAGEN,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA TRASERA,2114,09/04/2019
20144,VOLKSWAGEN,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA TRASERA,207,09/04/2019
20145,VOLKSWAGEN,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FARO,3907,09/04/2019
20146,VOLKSWAGEN,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA TRASERA,257,09/04/2019
20147,SEAT,2019,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA TRASERA,545,10/04/2019
20148,MITSUBISHI,2018,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,9410,17/04/2019
20149,MITSUBISHI,2018,COYOACAN,CIUDAD DE MÉXICO,LLANTA,6290,23/04/2019
20150,MITSUBISHI,2018,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,7290,17/04/2019
20151,MITSUBISHI,2018,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,135,17/04/2019
20152,MITSUBISHI,2018,COYOACAN,CIUDAD DE MÉXICO,FARO,18131,17/04/2019
20153,MITSUBISHI,2017,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA TRASERA,11322,10/04/2019
20154,KIA,2019,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FARO,383,15/04/2019
20155,KIA,2019,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA TRASERA,213,15/04/2019
20156,KIA,2019,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA TRASERA,2661,15/04/2019
20157,SEAT,2017,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA TRASERA,1636,02/05/2019
20158,SEAT,2017,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA TRASERA,408,02/05/2019
20159,SEAT,2017,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA TRASERA,219,02/05/2019
20160,SUZUKI,2019,AZCAPOTZALCO,CIUDAD DE MÉXICO,FACIA TRASERA,215,11/04/2019
20161,SUZUKI,2019,AZCAPOTZALCO,CIUDAD DE MÉXICO,FACIA TRASERA,4956,11/04/2019
20162,SEAT,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FARO,33282,05/04/2019
20163,SEAT,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FARO,33282,05/04/2019
20164,MAZDA,2019,TLAJOMULCO DE ZUÑIGA,JALISCO,FARO,7000,15/04/2019
20165,MAZDA,2019,TLAJOMULCO DE ZUÑIGA,JALISCO,FACIA DELANTERA,550,15/04/2019
20166,MAZDA,2019,TLAJOMULCO DE ZUÑIGA,JALISCO,FARO,7000,15/04/2019
20167,MAZDA,2019,TLAJOMULCO DE ZUÑIGA,JALISCO,FACIA DELANTERA,5300,29/04/2019
20168,MAZDA,2019,TLAJOMULCO DE ZUÑIGA,JALISCO,FACIA DELANTERA,6450,10/04/2019
20169,VOLVO,2019,,CIUDAD DE MÉXICO,FARO,20647,06/04/2019
20170,VOLKSWAGEN,2016,ZAPOPAN,JALISCO,LLANTA,1460,10/04/2019
20171,VOLKSWAGEN,2016,ZAPOPAN,JALISCO,PUERTA TRASERA,3791,09/04/2019
20172,MERCEDES BENZ,2019,ALVARO OBREGON,CIUDAD DE MÉXICO,FACIA DELANTERA,10049,10/04/2019
20173,MERCEDES BENZ,2019,ALVARO OBREGON,CIUDAD DE MÉXICO,FARO,19969,10/04/2019
20174,CHEVROLET,2018,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA DELANTERA,1649,05/04/2019
20175,SEAT,2018,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA DELANTERA,478,05/04/2019
20176,SEAT,2018,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA DELANTERA,2732,05/04/2019
20177,SEAT,2018,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FARO,2340,05/04/2019
20178,SEAT,2018,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA DELANTERA,134,05/04/2019
20179,SEAT,2018,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FARO,1142,05/04/2019
20180,SEAT,2018,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA DELANTERA,156,05/04/2019
20181,HONDA,2018,CUAJIMALPA DE MORELOS,CIUDAD DE MÉXICO,FACIA DELANTERA,114,22/04/2019
20182,HONDA,2018,CUAJIMALPA DE MORELOS,CIUDAD DE MÉXICO,FACIA DELANTERA,1026,22/04/2019
20183,HONDA,2018,CUAJIMALPA DE MORELOS,CIUDAD DE MÉXICO,FARO,5585,22/04/2019
20184,HONDA,2004,COYOACAN,CIUDAD DE MÉXICO,FARO,1145,23/04/2019
20185,HONDA,2004,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,699,23/04/2019
20186,HONDA,2004,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,115,23/04/2019
20187,HONDA,2004,COYOACAN,CIUDAD DE MÉXICO,FACIA DELANTERA,115,23/04/2019
20188,VOLKSWAGEN,2019,TLALPAN,CIUDAD DE MÉXICO,FACIA DELANTERA,3312,09/04/2019
20189,VOLKSWAGEN,2019,TLALPAN,CIUDAD DE MÉXICO,FARO,3039,09/04/2019
20190,VOLKSWAGEN,2019,TLALPAN,CIUDAD DE MÉXICO,FACIA DELANTERA,1227,09/04/2019
20191,VOLKSWAGEN,2019,TLALPAN,CIUDAD DE MÉXICO,LLANTA,2900,09/04/2019
20192,VOLKSWAGEN,2019,TLALPAN,CIUDAD DE MÉXICO,FARO,690,09/04/2019
20193,VOLKSWAGEN,2019,TLALPAN,CIUDAD DE MÉXICO,FARO,3039,09/04/2019
20194,RENAULT,2019,ZAPOPAN,JALISCO,FACIA DELANTERA,450,13/04/2019
20195,RENAULT,2019,ZAPOPAN,JALISCO,FACIA DELANTERA,2864,13/04/2019
20196,RENAULT,2019,ZAPOPAN,JALISCO,FARO,3204,13/04/2019
20197,RENAULT,2019,ZAPOPAN,JALISCO,FARO,3210,13/04/2019
20198,RENAULT,2019,ZAPOPAN,JALISCO,FACIA DELANTERA,1641,13/04/2019
20199,RENAULT,2019,ZAPOPAN,JALISCO,FACIA DELANTERA,3568,13/04/2019
20200,VOLKSWAGEN,2019,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA TRASERA,3312,24/04/2019
20201,VOLKSWAGEN,2019,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA TRASERA,390,24/04/2019
20202,VOLKSWAGEN,2019,ZAPOPAN,JALISCO,FARO,5247,09/05/2019
20203,NISSAN,2018,ZAPOPAN,JALISCO,LLANTA,1124,08/04/2019
20204,SEAT,2019,BENITO JUAREZ,CIUDAD DE MÉXICO,FACIA TRASERA,6089,26/04/2019
20205,VOLKSWAGEN,2004,LEÓN,GUANAJUATO,LLANTA,2850,10/04/2019
20206,NISSAN,2016,LEÓN,GUANAJUATO,FACIA TRASERA,4705,08/04/2019
20207,FORD,2004,LEÓN,GUANAJUATO,FACIA DELANTERA,1173,30/04/2019
20208,VOLKSWAGEN,2014,LEÓN,GUANAJUATO,FACIA TRASERA,250,16/04/2019
20209,MERCEDES BENZ,2018,ZAPOPAN,JALISCO,LLANTA,4958,29/04/2019
20210,MERCEDES BENZ,2018,ZAPOPAN,JALISCO,LLANTA,9129,29/04/2019
20211,HONDA,2007,ZAPOPAN,JALISCO,FACIA TRASERA,800,08/04/2019
20212,VOLKSWAGEN,2018,GUADALAJARA,JALISCO,FACIA DELANTERA,746,22/04/2019
20213,VOLKSWAGEN,2018,GUADALAJARA,JALISCO,FACIA DELANTERA,3312,22/04/2019
20214,VOLKSWAGEN,2018,GUADALAJARA,JALISCO,FARO,3039,22/04/2019
20215,VOLKSWAGEN,2018,GUADALAJARA,JALISCO,FARO,690,12/04/2019
20216,VOLKSWAGEN,2018,GUADALAJARA,JALISCO,FARO,161,12/04/2019
20217,KIA,2018,GUADALAJARA,JALISCO,FACIA TRASERA,2661,13/05/2019
20218,VOLKSWAGEN,2018,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA TRASERA,3312,22/04/2019
20219,VOLKSWAGEN,2016,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA TRASERA,8716,15/04/2019
20220,VOLKSWAGEN,2016,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA TRASERA,487,15/04/2019
20221,VOLKSWAGEN,2016,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA TRASERA,1573,15/04/2019
20222,SUZUKI,2014,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FACIA DELANTERA,376,12/04/2019
20223,SUZUKI,2014,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FARO,5472,12/04/2019
20224,SUZUKI,2014,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FACIA DELANTERA,6707,12/04/2019
20225,SUZUKI,2014,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FARO,317,12/04/2019
20226,SUZUKI,2014,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FACIA DELANTERA,117,12/04/2019
20227,SEAT,2018,AGUASCALIENTES,AGUASCALIENTES,FARO,2340,09/04/2019
20228,SEAT,2018,AGUASCALIENTES,AGUASCALIENTES,FARO,2340,09/04/2019
20229,SEAT,2018,AGUASCALIENTES,AGUASCALIENTES,FACIA DELANTERA,134,09/04/2019
20230,SEAT,2018,AGUASCALIENTES,AGUASCALIENTES,FACIA DELANTERA,134,09/04/2019
20231,SEAT,2018,AGUASCALIENTES,AGUASCALIENTES,FACIA DELANTERA,407,09/04/2019
20232,SEAT,2018,AGUASCALIENTES,AGUASCALIENTES,FACIA DELANTERA,2732,09/04/2019
20233,NISSAN,2012,LEÓN,GUANAJUATO,PUERTA TRASERA,3000,10/04/2019
20234,MAZDA,2019,TLAJOMULCO DE ZUÑIGA,JALISCO,LLANTA,6900,10/04/2019
20235,HONDA,2017,TLALPAN,CIUDAD DE MÉXICO,FACIA TRASERA,1188,08/04/2019
20236,HONDA,2017,TLALPAN,CIUDAD DE MÉXICO,FACIA TRASERA,114,08/04/2019
20237,HONDA,2019,CUAJIMALPA DE MORELOS,CIUDAD DE MÉXICO,FACIA TRASERA,1217,22/04/2019
20238,VOLKSWAGEN,2016,ZAPOPAN,JALISCO,FARO,12163,07/06/2019
20239,VOLKSWAGEN,2016,ZAPOPAN,JALISCO,FACIA DELANTERA,921,07/06/2019
20240,VOLKSWAGEN,2016,ZAPOPAN,JALISCO,FACIA DELANTERA,7365,07/06/2019
20241,VOLKSWAGEN,2016,ZAPOPAN,JALISCO,FARO,12163,07/06/2019
20242,VOLKSWAGEN,2016,ZAPOPAN,JALISCO,FACIA DELANTERA,3711,07/06/2019
20243,GM,2019,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA TRASERA,3311,15/04/2019
20244,SEAT,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FARO,648,11/04/2019
20245,SEAT,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,244,11/04/2019
20246,SEAT,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FARO,2340,11/04/2019
20247,SEAT,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FARO,2340,11/04/2019
20248,SEAT,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,244,11/04/2019
20249,SEAT,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,200,11/04/2019
20250,SEAT,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,5354,11/04/2019
20251,VOLKSWAGEN,2017,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FACIA DELANTERA,132,16/04/2019
20252,VOLKSWAGEN,2017,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FACIA DELANTERA,136,16/04/2019
20253,VOLKSWAGEN,2017,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FARO,2740,16/04/2019
20254,VOLKSWAGEN,2017,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FARO,2740,16/04/2019
20255,VOLKSWAGEN,2017,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FACIA DELANTERA,2384,16/04/2019
20256,VOLKSWAGEN,2017,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FACIA DELANTERA,1895,16/04/2019
20257,VOLKSWAGEN,2017,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FACIA DELANTERA,113,16/04/2019
20258,VOLKSWAGEN,2016,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FARO,3907,11/04/2019
20259,VOLKSWAGEN,2016,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA DELANTERA,132,11/04/2019
20260,VOLKSWAGEN,2016,GUSTAVO A MADERO,CIUDAD DE MÉXICO,LLANTA,1464,12/04/2019
20261,VOLKSWAGEN,2016,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA DELANTERA,136,11/04/2019
20262,MERCEDES BENZ,2018,ZAPOPAN,JALISCO,FACIA DELANTERA,9545,23/04/2019
20263,MERCEDES BENZ,2018,ZAPOPAN,JALISCO,FARO,19969,23/04/2019
20264,FORD,2007,GUADALAJARA,JALISCO,FACIA TRASERA,120,15/04/2019
20265,TOYOTA,2016,HUIXQUILUCAN DE DEGOLLADO,ESTADO DE MEXICO,FARO,2429,21/04/2019
20266,TOYOTA,2016,HUIXQUILUCAN DE DEGOLLADO,ESTADO DE MEXICO,FACIA DELANTERA,3270,21/04/2019
20267,VOLKSWAGEN,2019,GUADALAJARA,JALISCO,FACIA TRASERA,274,17/04/2019
20268,VOLKSWAGEN,2019,GUADALAJARA,JALISCO,FACIA TRASERA,2750,10/04/2019
20269,TOYOTA,2019,LEÓN,GUANAJUATO,FACIA TRASERA,300,08/04/2019
20270,TOYOTA,2019,LEÓN,GUANAJUATO,FACIA TRASERA,3758,08/04/2019
20271,SEAT,2018,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FARO,2340,02/05/2019
20272,HONDA,2018,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA TRASERA,5541,13/05/2019
20273,HYUNDAI,2018,COYOACAN,CIUDAD DE MÉXICO,FACIA TRASERA,232,15/04/2019
20274,HYUNDAI,2018,COYOACAN,CIUDAD DE MÉXICO,FACIA TRASERA,3469,15/04/2019
20275,HYUNDAI,2018,COYOACAN,CIUDAD DE MÉXICO,FACIA TRASERA,1364,15/04/2019
20276,KIA,2019,GUADALAJARA,JALISCO,PUERTA TRASERA,6603,18/06/2019
20277,VOLKSWAGEN,2019,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA TRASERA,2003,26/04/2019
20278,VOLKSWAGEN,2019,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA TRASERA,130,26/04/2019
20279,HONDA,2018,TLALPAN,CIUDAD DE MÉXICO,FACIA TRASERA,1290,24/04/2019
20280,KIA,2019,ZAPOPAN,JALISCO,LLANTA,2374,24/04/2019
20281,KIA,2019,ZAPOPAN,JALISCO,FACIA DELANTERA,2718,10/04/2019
20282,HONDA,2006,ZAPOPAN,JALISCO,FACIA TRASERA,199,02/05/2019
20283,HONDA,2006,ZAPOPAN,JALISCO,FACIA TRASERA,1632,11/04/2019
20284,HONDA,2006,ZAPOPAN,JALISCO,FACIA TRASERA,875,09/04/2019
20285,TOYOTA,2012,TEXCOCO DE MORA,ESTADO DE MEXICO,FARO,1350,12/04/2019
20286,TOYOTA,2012,TEXCOCO DE MORA,ESTADO DE MEXICO,FACIA DELANTERA,644,12/04/2019
20287,VOLKSWAGEN,2019,IZTAPALAPA,CIUDAD DE MÉXICO,FACIA TRASERA,3312,16/04/2019
20288,SEAT,2010,LEÓN,GUANAJUATO,FACIA TRASERA,296,30/04/2019
20289,SEAT,2010,LEÓN,GUANAJUATO,FACIA TRASERA,3081,11/04/2019
20290,VOLKSWAGEN,2018,HUIXQUILUCAN DE DEGOLLADO,ESTADO DE MEXICO,PUERTA DELANTERA,448,16/04/2019
20291,MITSUBISHI,2019,ALVARO OBREGON,CIUDAD DE MÉXICO,FARO,6003,11/04/2019
20292,MITSUBISHI,2019,ALVARO OBREGON,CIUDAD DE MÉXICO,FARO,842,11/04/2019
20293,MITSUBISHI,2019,ALVARO OBREGON,CIUDAD DE MÉXICO,FACIA DELANTERA,102,11/04/2019
20294,MITSUBISHI,2019,ALVARO OBREGON,CIUDAD DE MÉXICO,FACIA DELANTERA,14329,11/04/2019
20295,VOLKSWAGEN,2017,IZTAPALAPA,CIUDAD DE MÉXICO,FACIA TRASERA,1359,11/04/2019
20296,VOLKSWAGEN,2017,IZTAPALAPA,CIUDAD DE MÉXICO,FACIA DELANTERA,128,11/04/2019
20297,VOLKSWAGEN,2017,IZTAPALAPA,CIUDAD DE MÉXICO,LLANTA,4138,12/04/2019
20298,VOLKSWAGEN,2017,IZTAPALAPA,CIUDAD DE MÉXICO,FACIA DELANTERA,1895,11/04/2019
20299,VOLKSWAGEN,2017,IZTAPALAPA,CIUDAD DE MÉXICO,FACIA DELANTERA,3204,11/04/2019
20300,VOLKSWAGEN,2017,IZTAPALAPA,CIUDAD DE MÉXICO,FACIA DELANTERA,163,11/04/2019
20301,HONDA,2018,ZAPOPAN,JALISCO,FACIA DELANTERA,2675,26/04/2019
20302,CHEVROLET,2008,ZAPOPAN,JALISCO,FACIA TRASERA,880,06/05/2019
20303,NISSAN,2014,GUADALAJARA,JALISCO,LLANTA,2750,09/04/2019
20304,NISSAN,2014,GUADALAJARA,JALISCO,LLANTA,2750,09/04/2019
20305,VOLKSWAGEN,2012,GUADALAJARA,JALISCO,FACIA DELANTERA,132,01/05/2019
20306,VOLKSWAGEN,2012,GUADALAJARA,JALISCO,FACIA DELANTERA,581,01/05/2019
20307,VOLKSWAGEN,2012,GUADALAJARA,JALISCO,FACIA DELANTERA,1770,01/05/2019
20308,VOLKSWAGEN,2012,GUADALAJARA,JALISCO,FARO,1320,10/04/2019
20309,VOLKSWAGEN,2012,GUADALAJARA,JALISCO,PUERTA TRASERA,3291,10/04/2019
20310,MERCEDES BENZ,2017,ZAPOPAN,JALISCO,FACIA DELANTERA,498,11/04/2019
20311,MERCEDES BENZ,2017,ZAPOPAN,JALISCO,FACIA DELANTERA,1478,09/04/2019
20312,MERCEDES BENZ,2017,ZAPOPAN,JALISCO,FACIA DELANTERA,2369,09/04/2019
20313,MERCEDES BENZ,2017,ZAPOPAN,JALISCO,FARO,23752,09/04/2019
20314,CHEVROLET,2017,IZTAPALAPA,CIUDAD DE MÉXICO,PUERTA TRASERA,8800,15/04/2019
20315,VOLKSWAGEN,2018,ZAPOPAN,JALISCO,FACIA TRASERA,395,25/04/2019
20316,VOLKSWAGEN,2018,ZAPOPAN,JALISCO,FACIA TRASERA,586,25/04/2019
20317,VOLKSWAGEN,2018,ZAPOPAN,JALISCO,FACIA TRASERA,3312,25/04/2019
20318,SEAT,2018,LEÓN,GUANAJUATO,FACIA DELANTERA,244,16/04/2019
20319,SEAT,2018,LEÓN,GUANAJUATO,FACIA TRASERA,5178,16/04/2019
20320,SEAT,2018,LEÓN,GUANAJUATO,FACIA TRASERA,431,16/04/2019
20321,SEAT,2018,LEÓN,GUANAJUATO,FACIA TRASERA,289,16/04/2019
20322,VOLKSWAGEN,2016,TLALPAN,CIUDAD DE MÉXICO,PUERTA TRASERA,7348,10/04/2019
20323,VOLKSWAGEN,2016,TLALPAN,CIUDAD DE MÉXICO,PUERTA TRASERA,300,10/04/2019
20324,NISSAN,2014,LEÓN,GUANAJUATO,FARO,870,15/04/2019
20325,NISSAN,2014,LEÓN,GUANAJUATO,FACIA DELANTERA,462,15/04/2019
20326,MAZDA,2018,LEÓN,GUANAJUATO,FACIA TRASERA,6450,11/04/2019
20327,FORD,2011,GUADALAJARA,JALISCO,FACIA DELANTERA,2350,10/04/2019
20328,FORD,2011,GUADALAJARA,JALISCO,FACIA DELANTERA,1050,10/04/2019
20329,FORD,2011,GUADALAJARA,JALISCO,FARO,1375,10/04/2019
20330,MAZDA,2019,TLAJOMULCO DE ZUÑIGA,JALISCO,FACIA TRASERA,8500,21/04/2019
20331,TOYOTA,2019,ZAPOPAN,JALISCO,FACIA TRASERA,3031,06/05/2019
20332,CHEVROLET,2018,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,PUERTA TRASERA,7346,24/04/2019
20333,VOLKSWAGEN,2017,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FACIA DELANTERA,137,23/07/2019
20334,VOLKSWAGEN,2017,MIGUEL HIDALGO,CIUDAD DE MÉXICO,FARO,2740,23/07/2019
20335,SEAT,2019,AZCAPOTZALCO,CIUDAD DE MÉXICO,FACIA TRASERA,6089,24/05/2019
20336,SEAT,2019,AZCAPOTZALCO,CIUDAD DE MÉXICO,FACIA TRASERA,212,24/05/2019
20337,DODGE,2018,ALVARO OBREGON,CIUDAD DE MÉXICO,PUERTA TRASERA,11521,10/04/2019
20338,KIA,2018,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,FACIA DELANTERA,190,11/04/2019
20339,KIA,2018,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,PUERTA DELANTERA,5867,11/04/2019
20340,KIA,2018,NAUCALPAN DE JUAREZ,ESTADO DE MEXICO,PUERTA DELANTERA,136,11/04/2019
20341,DUCATI,2017,OCOYOACAC,ESTADO DE MEXICO,FARO,11967,15/04/2019
20342,VOLKSWAGEN,2019,IXTAPALUCA,ESTADO DE MEXICO,FACIA TRASERA,170,11/04/2019
20343,VOLKSWAGEN,2019,IXTAPALUCA,ESTADO DE MEXICO,FACIA TRASERA,745,11/04/2019
20344,VOLKSWAGEN,2019,IXTAPALUCA,ESTADO DE MEXICO,FACIA TRASERA,1843,11/04/2019
20345,VOLKSWAGEN,2019,IXTAPALUCA,ESTADO DE MEXICO,FACIA TRASERA,2750,11/04/2019
20346,VOLKSWAGEN,2019,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FACIA DELANTERA,3437,09/04/2019
20347,VOLKSWAGEN,2019,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FARO,748,09/04/2019
20348,VOLKSWAGEN,2019,VENUSTIANO CARRANZA,CIUDAD DE MÉXICO,FARO,5247,09/04/2019
20349,VOLKSWAGEN,2017,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA DELANTERA,2384,17/04/2019
20350,VOLKSWAGEN,2017,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FARO,3907,17/04/2019
20351,VOLKSWAGEN,2017,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA DELANTERA,113,17/04/2019
20352,VOLKSWAGEN,2017,CUAUTITLAN IZCALLI,ESTADO DE MEXICO,FACIA DELANTERA,132,17/04/2019
20353,DODGE,2018,ECATEPEC DE MORELOS,ESTADO DE MEXICO,FARO,4945,12/04/2019
20354,TOYOTA,2019,ZAPOPAN,JALISCO,FARO,3455,23/05/2019
20355,VOLKSWAGEN,2018,IZTACALCO,CIUDAD DE MÉXICO,FACIA DELANTERA,3312,10/04/2019
20356,VOLKSWAGEN,2018,IZTACALCO,CIUDAD DE MÉXICO,FARO,3039,10/04/2019
20357,CHEVROLET,2011,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA DELANTERA,1100,11/04/2019
20358,CHEVROLET,2011,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FARO,800,11/04/2019
20359,CHEVROLET,2011,TLALNEPANTLA DE BAZ,ESTADO DE MEXICO,FACIA DELANTERA,191,11/04/2019
20360,VOLKSWAGEN,2018,TULA DE ALLENDE,HIDALGO,FACIA TRASERA,1537,23/04/2019
20361,CHEVROLET,2013,ZAPOPAN,JALISCO,FACIA DELANTERA,1653,10/04/2019
20362,CHEVROLET,2013,ZAPOPAN,JALISCO,FACIA DELANTERA,1764,10/04/2019
20363,DODGE,2019,IZTACALCO,CIUDAD DE MÉXICO,PUERTA DELANTERA,10835,01/05/2019
20364,VOLKSWAGEN,2018,CIUDAD NEZAHUALCOYOTL,ESTADO DE MEXICO,FACIA DELANTERA,3312,10/04/2019
20365,VOLKSWAGEN,2018,CIUDAD NEZAHUALCOYOTL,ESTADO DE MEXICO,FARO,3143,10/04/2019
20366,SEAT,2016,GUSTAVO A MADERO,CIUDAD DE MÉXICO,LLANTA,2849,22/04/2019
20367,SEAT,2016,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA TRASERA,243,22/04/2019
20368,SEAT,2016,GUSTAVO A MADERO,CIUDAD DE MÉXICO,FACIA TRASERA,4634,11/04/2019
20369,VOLKSWAGEN,2016,LOS REYES ACAQUILPAN (LA PAZ),ESTADO DE MEXICO,FARO,2740,24/04/2019
20370,VOLKSWAGEN,2016,LOS REYES ACAQUILPAN (LA PAZ),ESTADO DE MEXICO,FACIA DELANTERA,136,24/04/2019
